precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta
280.000 €;Piso en Fuente del Berro;/comprar/piso-fuente_del_berro28028-41705473932_100200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);1 baño;50 m²;"Agencia inmobiliaria de madrid - zona salamanca - fuente del berro - goya- vende piso en calle antonio toledano.
Vivienda compuest...";40.4245008;-3.666724;2 habs.;
209.999 €;Piso en calle de Julia García Boután;/comprar/piso-san_blas_rosas28022-38410100141_100200/;Rosas (Distrito San Blas. Madrid Capital);1 baño;75 m²;"'tecnocasa; ''estudio hellín-las musas 2020 s. L. '' vende piso de 75 metros cuadrados construidos en la zona de las musas.

Una q...";40.429625306;-3.609604519;3 habs.;5ª planta
199.000 €;Piso en calle de la Cañada;/comprar/piso-vinateros-40915664141_100500/;Vinateros (Distrito Moratalaz. Madrid Capital);1 baño;65 m²;"Inmobiliaria vohome moratalaz venta

Vivienda compuesta de 2 dormitorios (antes 3), salón con acceso a terraza, cocina con office,...";40.4044469;-3.6432055;2 habs.;3ª planta
290.000 €;Piso en Carabanchel;/comprar/piso-pau_de_carabanchel28054-42571236708_105700/;Pau de Carabanchel (Distrito Carabanchel. Madrid Capital);2 baños;110 m²;Globalpiso pau de carabanchel vende vivienda de 110m² construidos 89m² útiles, distribuidos en 3 dormitorios con cama doble en tod...;40.3612273;-3.7594443;3 habs.;5ª planta
469.900 €;Piso en calle de Juan Sánchez;/comprar/piso-penagrande28035-41701911787_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;98 m²;Vohome propiedades vende en exclusiva esta magnífica vivienda en una 4ªplanta con excelente ubicación, a tan solo 3 minutos andand...;40.4743498;-3.7188808;3 habs.;4ª planta
215.000 €;Piso en calle de Aranjuez;/comprar/piso-tetuan_almenara28029-40924343011_527060/;Almenara (Distrito Tetuán. Madrid Capital);1 baño;63 m²;"Esta buscando una vivienda acorde a tus necesidades, te tenemos la solución.

Vivienda con 63 metros construidos en el barrio de b...";40.450139;-3.7091775;1 hab.;3ª planta
118.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-43396938515_100200/;San Andrés (Distrito Villaverde. Madrid Capital);1 baño;55 m²;"Agencia inmobiliaria de madrid - zona villaverde alto – paseo alberto palacios tecnocasa
¡En venta! Estupendo inmueble exterioir d...";40.3448392;-3.712551;2 habs.;
180.000 €;Piso en Peñagrande;/comprar/piso-penagrande28035-40085267264_100200/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;80 m²;"Estudio herrera oria sl - madrid agencia inmobiliaria tecnocasa de madrid.
Vende piso en avendia cardenal herrera oria compuesto p...";40.480297502;-3.722905091;3 habs.;1ª planta
450.000 €;Piso en Arganzuela;/comprar/piso-carabanchel_san_isidro28019-39211485175_100500/;San Isidro (Distrito Carabanchel. Madrid Capital);2 baños;109 m²;¡Bienvenidos a madrid río! Esta espectacular vivienda ha sido completamente renovada con las mejores calidades y detalles que hará...;40.400472;-3.722119;3 habs.;1ª planta
365.000 €;Piso en Aluche;/comprar/piso-latina_aluche28047-39169686975_100200/;Aluche (Distrito Latina. Madrid Capital);2 baños;96 m²;"Agencia inmobiliaria de madrid - zona aluche - camarena - san bruno
Vende piso en la calle valmojado;

Urbanización san bruno 5 al...";40.3961514;-3.7568464;3 habs.;
259.000 €;Piso en Concepción;/comprar/piso-concepcion-42513466180_100200/;Concepción (Distrito Ciudad Lineal. Madrid Capital);2 baños;133 m²;Agencia inmobiliaria de madrid zona josé del hierro - arturo soria vende estupenda vivienda para entrar a vivir junto a la calle d...;40.4411492;-3.6447378;3 habs.;
260.000 €;Piso en Pilar;/comprar/piso-pilar28029-42531174957_100200/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;73 m²;"Tecnocasa estudio betanzos - barrio del pilar - peñagrande - sinesio delgado - vende:

Vivienda de 3 dormitorios en sexta planta, ...";40.4724158;-3.7118967;3 habs.;6ª planta
217.000 €;Piso en Centro;/comprar/piso-universidad_malasana28004-42594907367_105700/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;33 m²;Globalpiso vende en exclusiva  - fantástica vivienda situada en zona malasaña. Gran oportunidad de inversión  actualmente alquilad...;40.4267898;-3.7019486;;2ª planta
196.000 €;Piso en calle del Pinar de San José;/comprar/piso-pau_de_carabanchel28054-43411884568_511847/;Pau de Carabanchel (Distrito Carabanchel. Madrid Capital);1 baño;47 m²;"¡Bienvenido a tu próximo hogar!. Redpiso vende exclusiva este encantador apartamento, completamente amueblado y equipado.
Ubicado ...";40.3627863;-3.7668682;1 hab.;1ª planta
420.000 €;Piso en Ensanche de Vallecas-Valdecarros;/comprar/piso-ensanche_de_vallecas_valdecarros28051-43416628744_100200/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);2 baños;136 m²;Inmobiliaria en santa eugenia - tecnocasa estudio nuevo vallecas 2022 sl. Vende espectacular piso de 136 metros cuadrados construi...;40.3753248;-3.6044685;3 habs.;4ª planta
175.000 €;Piso en Ambroz;/comprar/piso-vicalvaro_ambroz28032-40913310406_100200/;Ambroz (Distrito Vicálvaro. Madrid Capital);1 baño;83 m²;¡No pierdas la oportunidad de adquirir este hermoso piso en venta! Proyecto de ascensor aprobado y derrama liquidada. Ubicado en u...;40.410576941;-3.610819472;3 habs.;
179.900 €;Piso en calle de María Teresa Sáenz de Heredia;/comprar/piso-ventas28017-41729516670_100200/;Ventas (Distrito Ciudad Lineal. Madrid Capital);2 baños;84 m²;En venta: vivienda muy luminosa de 3 dormitorios amplios, salón comedor muy amplio con acceso a terraza abierta. Baño con plato de...;40.4258528;-3.650237;3 habs.;4ª planta
393.900 €;Piso en Avenida de la Aviación, 34;/comprar/piso-cuatro_vientos28054-4262733636_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 baños;111 m²;PA 1D. Piso en una finca de obra nueva de 111 m2 de superficie construida y emplazado en la zona de Madrid Capital. Está dispuesto en 3 habitaciones, 2 baños completos y terraza de 9.7 m2. Cuenta como extras ascensor, garaje y trastero.;40,3737303;-3,7700909;3 habs.;
110.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28025-43347884704_100200/;Vista Alegre (Distrito Carabanchel. Madrid Capital);;47 m²;Agencia inmobiliaria de madrid zona carabanchel - vista alegre - fatima - colonia prensa - eugenia montijo. Oficina tecnocasa estu...;40.3798162;-3.7465895;2 habs.;
690.000 €;Piso en Legazpi;/comprar/piso-legazpi_barrio28045-40904761643_100200/;Legazpi (Distrito Arganzuela. Madrid Capital);2 baños;143 m²;"Agencia inmobiliaria de madrid zona arganzuela - planetario tecnocasa servicios inmobiliarios legazpi slu:
En venta: calle embajad...";40.3903107;-3.6926703;3 habs.;
93.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-42538325861_100200/;San Andrés (Distrito Villaverde. Madrid Capital);1 baño;46 m²;Agencia inmobiliaria de madrid - zona villaverde alto – paseo alberto palacios tecnocasa. Vende fantástica vivienda de 46 metros c...;40.3442015;-3.7110339;3 habs.;4ª planta
310.000 €;Piso en Plaza Anguiano;/comprar/piso-san_juan_bautista28043-42511066313_100200/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);2 baños;77 m²;Inmobiliaria arturo soria - colina - san juan bautista - tecnocasa estudio inmobiliario arturo soria sl, ofrece piso en venta y en...;40.452;-3.65636;3 habs.;1ª planta
380.000 €;Piso en calle de Luis Cabrera;/comprar/piso-chamartin_prosperidad28002-43391176990_100200/;Prosperidad (Distrito Chamartín. Madrid Capital);1 baño;65 m²;"Agencia inmobiliaria de madrid zona barrio prosperidad oficina tecnocasa de madrid vende piso
C/luis cabrera- amplio apartamento e...";40.444002;-3.6730705;1 hab.;
155.000 €;Piso en Ventas;/comprar/piso-ventas28017-41750287083_100200/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 baño;55 m²;"Nuestra señora del villar; 55 m², piso distribuido en 2 dormitorios, salón, cocina, baño, calefacción g/n individual y trastero.";40.4226147;-3.6518187;2 habs.;
A consultar;Piso en calle de Aquitania,  s/n;/comprar/piso-arcos28032-2995548301_109700/;Arcos (Distrito San Blas. Madrid Capital);1 baño;69 m²;Piso en una finca de obra nueva de 69 m² de superficie construida y emplazado en la zona de madrid capital, posicionado en planta ...;40.4197391;-3.6159599;1 hab.;5ª planta
399.000 €;Piso en Fuente del Berro;/comprar/piso-fuente_del_berro28028-41684777192_100200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);1 baño;81 m²;"Agencia inmobiliaria de madrid - zona salamanca - fuente del berro - goya- vende piso en calle rufino blanco.
Vivienda totalmente ...";40.4260937;-3.6648697;2 habs.;3ª planta
1.300.000 €;Casa unifamiliar en calle de los Hermanos Gascón;/comprar/casa_unifamiliar-valdebebas_valdefuentes28055-40841717603_100200/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);6 baños;379 m²;Inmobiliaria en hortaleza madrid - tecnocasa estudio inmobiliario hortaleza slu. ¡Coloca a la venta lujoso chalet en las cárcavas,...;40.482794;-3.6324487;5 habs.;
340.000 €;Piso en Canillas;/comprar/piso-hortaleza_canillas28043-42566339453_100200/;Canillas (Distrito Hortaleza. Madrid Capital);1 baño;118 m²;Estudio tecnocasa nuevo canillas 2023 s. L. Vende en exclusiva vivienda de tres dormitorios y un baño completo, con opción de un s...;40.462272245;-3.639448583;3 habs.;1ª planta
129.900 €;Piso en Bellas Vistas;/comprar/piso-bellas_vistas28039-41759659179_100200/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 baños;85 m²;Agencia inmobiliaria de madrid zona berruguete - francos rodríguez numancia estrecho pablo iglesias vende pro-indiviso de vivienda...;40.457096;-3.7090607;;4ª planta
960.000 €;Piso en Cortes-Huertas;/comprar/piso-cortes_huertas28012-42543284441_101800/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 baños;205 m²;"¡Luminosa vivienda en una tercera planta de la calle atocha! 
El inmueble se encuentra distribuido en las siguientes estancias: un...";40.4123488;-3.6981671;5 habs.;3ª planta
199.000 €;Piso en San Pascual;/comprar/piso-ciudad_lineal_san_pascual-41723223751_100200/;San Pascual (Distrito Ciudad Lineal. Madrid Capital);1 baño;70 m²;"Agencia inmobiliaria de madrid zona barrio de la concepción - san pascual tecnocasa oficina san pascual:
En venta: calle esteban m...";40.4388884;-3.6542803;2 habs.;3ª planta
200.000 €;Piso en Palomeras Bajas;/comprar/piso-palomeras_bajas28018-43341577928_997966/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);1 baño;98 m²;Consta de 2 dormitorios, uno de matrimonio de gran amplitud, otro individual ambos con vistas totalmente despejadas y 1 baño compl...;40.3886568;-3.6635501;2 habs.;3ª planta
339.000 €;Piso en calle del Camino de los Vinateros;/comprar/piso-marroquina28030-40919496278_100500/;Marroquina (Distrito Moratalaz. Madrid Capital);2 baños;91 m²;"Inmobiliaria moratalaz vohome vende

Vivienda en vinateros reformada en 2015, cuenta con 3 dormitorios cada uno con armario empotr...";40.4098441;-3.6515745;3 habs.;1ª planta
485.000 €;Dúplex en calle Mira Al Sol;/comprar/duplex-centro_embajadores_lavapies28005-97527254933_517093/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;100 m²;"Espectacular dúplex a estrenar completamente equipado y amueblado.

Piso de diseño moderno y reformado con las mejores calidades d...";40.4080229;-3.7051735;2 habs.;4ª planta
547.000 €;Piso en Estrella;/comprar/piso-retiro_estrella28007-40932666137_100200/;Estrella (Distrito Retiro. Madrid Capital);;133 m²;"Agencia inmobiliaria de madrid zona estrella - retiro oficina tecnocasa- calle cruz del sur 30

Tecnocasa vende magnifica vivienda...";40.4127033;-3.6663051;4 habs.;6ª planta
1.200.000 €;Piso en calle de Cabellera de Berenice;/comprar/piso-fuencarral_el_pardo_el_pardo28023-32520297326_100500/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);3 baños;287 m²;"Atico en valdemarín! , estupenda vivienda ático dúplex, situada en el prestigioso barrio de valdemarín, con incríebles vistas.
Se ...";40.4700811;-3.7890723;4 habs.;
248.500 €;Piso en Ventas;/comprar/piso-ventas28017-41749263188_100200/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 baño;72 m²;"Avenida marques de corbera; 73 m², piso distribuido en 3 dormitorios, salón, cocina, baño, terraza, calefacción central y portero ...";40.4258107;-3.6510887;3 habs.;
165.000 €;Piso en calle del Ángel;/comprar/piso-centro_palacio28005-32523589311_381300/;Palacio (Distrito Centro. Madrid Capital);1 baño;38 m²;Bonita buhardilla de 38 m², en venta, junto al mercado de la cebada (2 min a pie), en pleno centro de madrid capital. Reformada y ...;40.4098353;-3.7127895;2 habs.;4ª planta
195.000 €;Piso en Arcos;/comprar/piso-arcos28032-41741161446_100200/;Arcos (Distrito San Blas. Madrid Capital);1 baño;88 m²;'tecnocasa 'estudio san blas 2018 s. L. ' vende inmueble de 88 m² construidos en una inmejorable situación en el barrio próximo de...;40.421700541;-3.614133726;;1ª planta
259.000 €;Piso en calle de Galiana;/comprar/piso-puerta_del_angel-40880237322_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 baños;111 m²;"Tecnocasa estudio paseo jesuitas s. L.
Vende:
Oportunidad: piso de cuatro dormitorios, un baño. El piso tiene 111 metros construid...";40.4092513;-3.7327501;4 habs.;2ª planta
340.000 €;Piso en Mirasierra-Arroyo del Fresno;/comprar/piso-mirasierra_arroyo_del_fresno28049-43388845788_100200/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;63 m²;"Agencia inmobiliaria de madrid - zona montecarmelo - las tablas - sanchinarro - oficina tecnocasa.
Vende: vivienda de 1 dormitorio...";40.503372798;-3.704768501;1 hab.;
280.000 €;Piso en Valdezarza;/comprar/piso-valdezarza28039-42597774104_100200/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;93 m²;¡Excelente oportunidad en el distrito de moncloa! Este piso en venta se encuentra en el barrio de valdezarza, en la calle ofelia ...;40.4578872;-3.7114342;;
199.900 €;Piso en calle de San Lamberto;/comprar/piso-ventas28017-42592481672_100200/;Ventas (Distrito Ciudad Lineal. Madrid Capital);;76 m²;En venta: piso totalmente exterior de 75 m², compuesto de tres dormitorios, dos de ellos de matrimonio con armario empotrado. Saló...;40.4203054;-3.6515042;;5ª planta
320.000 €;Piso en Aluche;/comprar/piso-latina_aluche28047-42549300951_100200/;Aluche (Distrito Latina. Madrid Capital);2 baños;100 m²;"Tecnocasa vende
Estupendo piso de 120m² construidos, situado en una de las mejores zonas de aluche, novena planta con unas vistas ...";40.393192;-3.7554009;;
160.000 €;Piso en Puente de Vallecas;/comprar/piso-san_diego28018-40016767408_105700/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;64 m²;Globalpiso entrevías venta vivienda en primera planta de 64m² ubicada frente a la renfe de asamblea de madrid entrevías. El piso s...;40.3836105;-3.6674244;2 habs.;1ª planta
990.000 €;Piso en calle de José Silva;/comprar/piso-san_juan_bautista28043-37548460078_100200/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);2 baños;140 m²;Inmobiliaria en arturo soria - colina - san juan bautista - tecnocasa estudio inmobiliario arturo soria sl, ofrece piso en venta y...;40.455209;-3.6574131;2 habs.;
270.000 €;Piso en Canillas;/comprar/piso-hortaleza_canillas28043-43432416184_100200/;Canillas (Distrito Hortaleza. Madrid Capital);1 baño;66 m²;"Inmobiliaria en gran vía - hortaleza - pinar del rey - tecnocasa estudio gran vía hortaleza sl
¡Descubre tu nuevo hogar en una de ...";40.4634335;-3.6469352;3 habs.;4ª planta
378.000 €;Piso en Aluche;/comprar/piso-latina_aluche28024-39241438172_100200/;Aluche (Distrito Latina. Madrid Capital);2 baños;145 m²;"Tecnocasa calle seseña tlf.
Agencia inmobiliaria de madrid zona aluche - illescas vende piso en calle seseña.

Piso en aluche call...";40.3978293;-3.7595319;;
715.000 €;Piso en calle de Caleruega, 79;/comprar/piso-costillares-2051430517_109700/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 baños;111 m²;6º F. Piso en un edificio de obra nueva de 111 m2 de superficie construida y ubicado en la zona de Madrid Capital, enclavado en planta 6. Está distribuido en 2 habitaciones, 2 baños completos y lavadero. Incluye extras como ascensor, 2 garajes.;40,4833397;-3,6685473;2 habs.;
290.000 €;Piso en Pau de Carabanchel;/comprar/piso-pau_de_carabanchel28054-42565275549_100200/;Pau de Carabanchel (Distrito Carabanchel. Madrid Capital);2 baños;120 m²;"Agencia inmobiliaria de madrid vende piso en la zona de carabanchel alto - buenavista.

Piso en venta en el barrio de la peseta, m...";40.3620278;-3.7635636;3 habs.;3ª planta
234.900 €;Estudio en calle de Ginzo de Limia;/comprar/estudio-pilar28029-41743148487_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;47 m²;Vohome propiedades vende en exclusiva esta vivienda totalmente rehabilitada en febrero del 2024. A tan solo 2 minutos andando del ...;40.477502709;-3.703709153;2 habs.;
410.000 €;Piso en Puerta del Ángel;/comprar/piso-puerta_del_angel-40062388757_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);;122 m²;Agencia inmobiliaria de madrid oficina tecnocasa huerta castañeda 2002 s. L. Vende vivienda en muy buen estado de conservación de ...;40.409785;-3.739869;4 habs.;
