precio;sub_descr;href;ubicacion;mt2;planta;otros;latitude;longitude;habitaciones;banios
565.900 €;Piso en Goya;/comprar/piso-goya28001-42589928862_105100/;Goya (Distrito Salamanca. Madrid Capital);84 m²;Sótano;Ponemos a la venta jutno a la calle goya, en pleno bº de salamanca,  esta vivienda,  a 7 manzanas del parque de el retiro, distrib...;40.4257255;-3.6787613;3 habs.;1 baño
550.000 €;Piso en Imperial;/comprar/piso-imperial28005-41765780520_100200/;Imperial (Distrito Arganzuela. Madrid Capital);108 m²;;"Tecnocasa estudio ronda de segovia s.l vende magnifica vivienda en paseo de los pontones.
La vivienda consta de 130 m² distribuido...";40.4054483;-3.7139517;4 habs.;2 baños
995.000 €;Piso en Goya;/comprar/piso-goya28009-32598317062_149200/;Goya (Distrito Salamanca. Madrid Capital);151 m²;1ª planta;En una la de las calles más solicitadas del barrio de goya, unica inmobiliaria ofrece esta bonita vivienda, reformada con estilo m...;40.4234843;-3.6761438;3 habs.;2 baños
525.000 €;Piso en Comillas;/comprar/piso-opanel28019-38382436107_102100/;Opañel (Distrito Carabanchel. Madrid Capital);109 m²;;Gilmar madrid rio 913643800. Ubicado en la zona de comillas frente a madrid río se vende piso muy luminoso situado en la mejor fin...;40.3906305;-3.7278383;3 habs.;2 baños
1.800.000 €;Piso en calle de Alcalá;/comprar/piso-goya28009-35031345752_996542/;Goya (Distrito Salamanca. Madrid Capital);154 m²;4ª planta;"Diplomatic real estate ofrece piso amueblado junto metro príncipe de vergar.
Se distribuye en:
Hall de entrada que conduce a un sa...";40.4233763;-3.679308;3 habs.;3 baños
355.000 €;Piso en Chopera;/comprar/piso-chopera28045-39251407360_100500/;Chopera (Distrito Arganzuela. Madrid Capital);76 m²;4ª planta;Excelente propiedad para hacer tu nuevo hogar de ensueño, podrás gozar de una máxima iluminación natural ya que cuenta con grandes...;40.3978256;-3.6994992;2 habs.;1 baño
3.850.000 €;Piso en Paseo de Eduardo Dato;/comprar/piso-chamberi_almagro28010-35091128936_101800/;Almagro (Distrito Chamberí. Madrid Capital);378 m²;2ª planta;"Espectacular piso a la venta en el corazón de almagro.

Walter haus ofrece a sus clientes esta estupenda y exclusiva vivienda de 3...";40.4326821;-3.6944279;4 habs.;4 baños
3.950.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-41685144388_102200/;Recoletos (Distrito Salamanca. Madrid Capital);228 m²;4ª planta;"Recoletos

Vivienda unida en barrio de salamanca zona de recoletos a escasos metros del hotel wellington, uno de los hoteles más e...";40.4225123;-3.6854714;4 habs.;4 baños
1.135.000 €;Chalet adosado en Valdezarza;/comprar/chalet_adosado-berruguete28039-35058516539_102100/;Berruguete (Distrito Tetuán. Madrid Capital);230 m²;;Gilmar consulting inmobiliario castellana-orense (915830333) vende espectacular chalet adosado en zona de valdezarza, frente a deh...;40.4710025;-3.6950983;4 habs.;4 baños
310.000 €;Piso en Canillas;/comprar/piso-hortaleza_canillas28043-42521892601_100200/;Canillas (Distrito Hortaleza. Madrid Capital);120 m²;;"Estudio tecnocasa nuevo canillas s. L.
Venta en exclusiva. Vivienda de tres dormitorios ubicada en calle andorra (115m²). Año de c...";40.4619654;-3.6427426;3 habs.;
