precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
975 €/mes;Piso en calle de Vicente Camarón, 39;/alquilar/piso-lucero28011-39203923657_513816/;Lucero (Distrito Latina. Madrid Capital);50 m²;Metropoli alquila en exclusiva precioso ático con 20m² de terraza, 1 dormitorio con armario empotrado, 1 baño con plato de ducha y...;40.40607498919987;-3.740486028392434;1 hab.;1 baño;3ª planta
2.100 €/mes;Piso en Cerca del Parque del Retiro;/alquilar/piso-ibiza28009-39224787135_109100/;Ibiza (Distrito Retiro. Madrid Capital);71 m²;Donpiso retiro ofrece el alquiler, preciosa vivienda en pleno barrio de ibiza, a muy pocos pasos del parque del retiro.   Se trata...;40.4201078;-3.6775418;2 habs.;2 baños;3ª planta
3.500 €/mes;Piso en calle de Espronceda, 33;/alquilar/piso-rios_rosas28003-95085179452_992099/;Ríos Rosas (Distrito Chamberí. Madrid Capital);205 m²;Vivienda exterior sin amueblar en el distrito de chamberí - nuevos ministerios, situado en uno de los mejores barrios de la capita...;40.440600849641896;-3.6949324603347335;6 habs.;3 baños;1ª planta
3.600 €/mes;Chalet en calle Segunda, 10;/alquilar/chalet-valdebebas_valdefuentes28055-39167548012_106000/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);340 m²;Nik inversión y gestión les ofrece en alquiler este maravilloso chalet independiente recien reformado a estrenar en distrito horta...;40.480635;-3.632018;5 habs.;6 baños;
1.450 €/mes;Piso en calle Toledo;/alquilar/piso-acacias28005-38409555638_991150/;Acacias (Distrito Arganzuela. Madrid Capital);116 m²;"Piso moderno, decorado de diseño, exterior y amueblado al detalle.
La vivienda se distribuye en un hall de entrada, salón comedor,...";40.4038083;-3.7125603;2 habs.;2 baños;2ª planta
2.000 €/mes;Casa adosada en calle de Gustavo Fernández Balbuena;/alquilar/casa_adosada-chamartin_ciudad_jardin28002-37575023732_100500/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);100 m²;"¿Buscas una vivienda diferente? ¿Un oasis en la ciudad?
¡Aquí lo tienes!
Ubicado en un espacio urbano extraordinario, en una de la...";40.4493811;-3.6674028;2 habs.;2 baños;
3.800 €/mes;Piso en Jerónimos;/alquilar/piso-jeronimos28009-35909751410_100500/;Jerónimos (Distrito Retiro. Madrid Capital);203 m²;"Alquiler con vistas directas al parque del retiro.

Mh global ofrece en exclusiva a sus clientes este fantástico piso de alquiler ...";40.421639754;-3.68007287;3 habs.;2 baños;2ª planta
950 €/mes;Piso en Travesía de Vistas a la Moraleja;/alquilar/piso-fuencarral_el_pardo_valverde28034-39172858225_101000/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);66 m²;Piso situado en fuencarral, dispone de tres dormitorios, salon, cocina, un baño y dos terrazas, se encuentra muy bien situado al l...;40.4981876;-3.6864048;3 habs.;1 baño;
2.500 €/mes;Dúplex en calle del Almirante;/alquilar/duplex-justicia_chueca28004-38410706765_524622/;Justicia-Chueca (Distrito Centro. Madrid Capital);120 m²;En pasa a tu casa inmobiliaria, tenemos estupenda vivienda dúplex en alquiler, de 120m² construidos, salón grande, cocina independ...;40.4225806;-3.6924436;3 habs.;3 baños;5ª planta
1.900 €/mes;Piso en Avenida de Niceto Alcalá Zamora;/alquilar/piso-sanchinarro28050-38338029607_101800/;Sanchinarro (Distrito Hortaleza. Madrid Capital);146 m²;"Se alquila sin muebles, magnifico piso en la calle niceto alcalá zamora.

Si estás interesado en vivir en la zona norte de madrid,...";40.498696966;-3.655763857;;;3ª planta
3.800 €/mes;Piso en calle del Conde de Peñalver;/alquilar/piso-lista_barrio28006-38396050562_101800/;Lista (Distrito Salamanca. Madrid Capital);109 m²;Espectacular piso amueblado y reformado para estrenar ubicado en la tercera planta exterior. Tres dormitorios dobles, dos de ellos...;40.4303766;-3.6754715;;;
6.950 €/mes;Ático en calle de Núñez de Balboa;/alquilar/atico-salamanca_castellana28006-35060309616_101800/;Castellana (Distrito Salamanca. Madrid Capital);268 m²;"Ático con terraza de 45 m², 4 dormitorios + despacho + dormitorio de servicio, con 5 baños en total.

2 plazas de garaje incluidas...";40.432225;-3.6819916;5 habs.;5 baños;
1.000 €/mes;Piso en calle de los Tres Peces;/alquilar/piso-cortes_huertas28012-39247271838_514774/;Cortes-Huertas (Distrito Centro. Madrid Capital);45 m²;Madrinmuebles luxury select ofrece en alquiler estupendo piso, luminoso, amueblado y ventilado, con dos habitaciones, los techos s...;40.4107968;-3.6997488;2 habs.;1 baño;4ª planta
3.500 €/mes;Piso en calle Hermosilla;/alquilar/piso-recoletos28001-39199095751_107700/;Recoletos (Distrito Salamanca. Madrid Capital);125 m²;"Estupendo piso en recoletos de 3 dormitorios, dos baños y un aseo, balcon y muy luminoso.

Piso totalmente reformado en la mejor u...";40.4261201;-3.6820574;3 habs.;2 baños;
3.950 €/mes;Piso en calle del Príncipe de Vergara;/alquilar/piso-recoletos28001-36761009785_995410/;Recoletos (Distrito Salamanca. Madrid Capital);204 m²;"¡Bienvenidos a habitania!

Les presentamos una verdadera joya arquitectónica en pleno corazón de salamanca. Esta vivienda señorial...";40.4247242;-3.6799982;4 habs.;3 baños;7ª planta
1.450 €/mes;Piso en Paseo de la Tierra de Melide;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-35086256891_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);95 m²;Nuestra diferencia esta en la calidad y la amplitud. Aerotermia. Fantástica promoción de viviendas de lujo a estrenar. Pisos de do...;40.5074241;-3.6636939;2 habs.;2 baños;4ª planta
12.000 €/mes;Piso en calle de Fuencarral;/alquilar/piso-madrid_capital_centro-39191135292_523453/;Centro (Madrid Capital);259 m²;Sumérgete en el estilo de vida urbano de madrid con este magnífico piso de alquiler en el corazón del distrito de chueca. Con 249...;40.424176;-3.7007739;4 habs.;4 baños;3ª planta
2.500 €/mes;Piso en calle de Fernández de la Hoz;/alquilar/piso-chamberi_almagro28010-38360839837_108900/;Almagro (Distrito Chamberí. Madrid Capital);135 m²;"Don chamber&iacute; inmobiliaria presenta este piso del a&ntilde;o 2012 en el barrio de almagro con todos los detalles para entrar...";40.43618;-3.69474;2 habs.;2 baños;
1.300 €/mes;Piso en calle de Ambrosio Vallejo;/alquilar/piso-berruguete28039-37560712231_100500/;Berruguete (Distrito Tetuán. Madrid Capital);79 m²;"¡Disponible desde noviembre! Piso todo reformado.

Tiene 79 m² distribuidos en tres dormitorios, 1 baño completo y un aseo, cocina...";40.4572807;-3.7069136;3 habs.;2 baños;3ª planta
1.150 €/mes;Piso en Valdeacederas;/alquilar/piso-valdeacederas28039-39225377025_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);91 m²;"¿Quieres vivir en un piso prácticamente nuevo y en la zona más céntrica de valdeacederas? ¿A pocos minutos de bravo murillo?

El p...";40.4629245;-3.699893;2 habs.;2 baños;1ª planta
3.250 €/mes;Piso en calle de Alcalá;/alquilar/piso-goya28009-36677021628_992528/;Goya (Distrito Salamanca. Madrid Capital);205 m²;Piso con una reforma integral en una de las zonas residenciales y comerciales más selectas de madrid y muy cerca del parque del re...;40.4231321;-3.6790136;3 habs.;3 baños;7ª planta
8.600 €/mes;Chalet unifamiliar en Paseo de la Habana;/alquilar/chalet_unifamiliar-nueva_espana28036-35046927468_526299/;Nueva España (Distrito Chamartín. Madrid Capital);650 m²;Br houses real estate alquila exclusivo chalet pareado con jardín, ático solárium de mas de 150 m² y piscina rodeado de zonas verd...;40.466600571;-3.679297678;4 habs.;6 baños;
4.500 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-35035585586_100500/;Palacio (Distrito Centro. Madrid Capital);150 m²;"Se acepta alquiler temporal con todos los gastos incluidos.
Fantástica vivienda en pleno centro de madrid, zona palacio. Tiene uno...";40.4177456;-3.7102933;4 habs.;2 baños;4ª planta
8.000 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-39191439302_109300/;Recoletos (Distrito Salamanca. Madrid Capital);270 m²;En una de las calles más emblemáticas del barrio de salamanca, en una finca que ha sido renovada completamente, conservando su ese...;40.4254416;-3.6843457;3 habs.;4 baños;
1.975 €/mes;Piso en calle Ferenc Puskas;/alquilar/piso-el_canaveral-31750359067_525162/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);95 m²;Piso espectacular en el cañaveral obra nueva de 95 metros cuadrados, está compuesto por 2 habitaciones dobles, 2 baños, cocina, sa...;40.4006923;-3.5465892;2 habs.;2 baños;3ª planta
1.300 €/mes;Dúplex en calle de Sancho Dávila, 1;/alquilar/duplex-fuente_del_berro28028-39194195896_100500/;Fuente del Berro (Distrito Salamanca. Madrid Capital);59 m²;¡No pierdas la oportunidad de alquilar este increíble dúplex en la calle sancho dávila, número 1, en el barrio fuente del berro! E...;40.4289;-3.66191;1 hab.;1 baño;
1.400 €/mes;Piso en calle de Silva;/alquilar/piso-justicia_chueca28004-7580464500_992238/;Justicia-Chueca (Distrito Centro. Madrid Capital);50 m²;Vivienda completamente amueblada de un dormitorio, baño con plato de ducha, cocina independiente equipada con lavadora- secadora, ...;40.421396;-3.7063462;1 hab.;1 baño;1ª planta
3.100 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-35862740835_101800/;Almagro (Distrito Chamberí. Madrid Capital);178 m²;"Oportunidad de vivir en una de las mejores calles del barrio de chamberí en un ático con 67 m² de terraza con orientación norte.
L...";40.4348411;-3.6959733;;;
1.700 €/mes;Estudio en calle de Viriato, 2;/alquilar/estudio-trafalgar28010-39194517547_108500/;Trafalgar (Distrito Chamberí. Madrid Capital);35 m²;***solo temporal*** todo incluído****.disponible del 18 de diciembre al 1 de marzo . Alquilamos estudio por meses. Todo incluido. ...;40.435943822849;-3.7037585372989;;1 baño;
1.490 €/mes;Piso en Ibiza;/alquilar/piso-ibiza28009-31680986342_100500/;Ibiza (Distrito Retiro. Madrid Capital);46 m²;"* disponible * 
Piso reformado exterior amueblado con orientación  noroeste situado en el distrito de retiro, en la planta 4, cons...";40.417;-3.6742556;2 habs.;1 baño;4ª planta
5.200 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_el_viso28006-39233891170_100500/;El Viso (Distrito Chamartín. Madrid Capital);319 m²;Hemic properties les ofrece esta señorial vivienda en alquiler, entre el barrio de salamanca y el viso, dos de las zonas más cotiz...;40.438638696;-3.67891213;5 habs.;4 baños;5ª planta
1.800 €/mes;Dúplex en calle de Bueso de Pineda;/alquilar/duplex-san_juan_bautista28043-37517325167_100500/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);136 m²;"¡ Zona arturo soria¡ Se alquila estupendo piso duplex de 130 m², muy luminoso con garaje, 3 dormitorios y 2 baños.

Súper luminoso...";40.4544069;-3.65439;2 habs.;1 baño;3ª planta
1.350 €/mes;Piso en calle de Arturo Soria;/alquilar/piso-concepcion-39218739757_100500/;Concepción (Distrito Ciudad Lineal. Madrid Capital);83 m²;El viso inmobiliaria ofrece magnífico apartamento amueblado de unos 80 m² (60 útiles)  en una 2ª planta de un buen edificio de viv...;40.4422187;-3.6419572;1 hab.;1 baño;2ª planta
975 €/mes;Apartamento en Paseo de Extremadura, 153;/alquilar/apartamento-lucero28011-38406088790_994318/;Lucero (Distrito Latina. Madrid Capital);41 m²;Disponemos de la oportunidad de ofrecerles un apartamento, de obra nueva en alquiler, completamente amueblado (mobiliario a estren...;40.408464707190866;-3.7419592654583904;1 hab.;1 baño;2ª planta
2.150 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-castillejos28046-38402451777_101800/;Castillejos (Distrito Tetuán. Madrid Capital);79 m²;"Solo para empresas y autónomos con empresa.
Piso de 79 m² con excelente ubicación en castellana cuenta con un amplio dormitorio co...";40.4638223;-3.6902385;;;
1.950 €/mes;Piso en calle de María de Molina, 56;/alquilar/piso-salamanca_castellana28006-39195933866_108500/;Castellana (Distrito Salamanca. Madrid Capital);75 m²;Inmobiliaria vissta ofrece en alquiler esta maravillosa vivienda recientemente reformada en la calle maría de molina del prestigio...;40.4373118;-3.67972;2 habs.;1 baño;
5.200 €/mes;Chalet en calle de José Miguel Guridi;/alquilar/chalet-piovera28043-39167106086_107700/;Piovera (Distrito Hortaleza. Madrid Capital);450 m²;Century 21 homeplace presenta este imponente chalet adosado. El chalet cuenta con calefacción individual gas natural, a/a, suelos ...;40.4596468;-3.6348234;5 habs.;5 baños;
1.300 €/mes;Ático en calle de Alonso Quijano;/alquilar/atico-fuencarral_el_pardo_valverde28034-38353024345_523376/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);90 m²;"Herrerahogar: 

Le ofrece precioso ático de dos dormitorios, con dos baños.
Cocina pequeña, amueblada, sin electrodomésticos.

Dos...";40.5023383;-3.6887094;2 habs.;2 baños;
1.700 €/mes;Piso en Pasaje de Cavanilles;/alquilar/piso-retiro_pacifico28007-38422111350_101800/;Pacífico (Distrito Retiro. Madrid Capital);67 m²;Piso en alquiler en zona pacifico en octava planta de 3 dormitorios, 2 de ellos con armarios, salón con acceso a una terraza acris...;40.4047367;-3.6748926;3 habs.;1 baño;8ª planta
950 €/mes;Ático en Goya;/alquilar/atico-goya28006-39181186665_100500/;Goya (Distrito Salamanca. Madrid Capital);36 m²;"Coqueto apartamento de un dormitorio tipo duplex en calle ayala, una de las mejores zonas de madrid, en edificio con ascensor. 

C...";40.4274004;-3.6751206;1 hab.;1 baño;
1.550 €/mes;Piso en calle de Luciente, 14;/alquilar/piso-centro_palacio28005-39246741636_100500/;Palacio (Distrito Centro. Madrid Capital);74 m²;¡No pierdas la oportunidad de vivir en uno de los barrios más emblemáticos de madrid! Este piso de 74 m² construidos está situado ...;40.4105;-3.7114;3 habs.;1 baño;4ª planta
1.500 €/mes;Piso en calle de Fermín Caballero;/alquilar/piso-fuencarral_el_pardo_la_paz28034-39209517379_100500/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);130 m²;"No cobramos honorarios a la parte arrendataria. 

¡No pierdas la oportunidad de alquilar este increíble piso en una novena planta,...";40.4817886;-3.7143378;4 habs.;2 baños;9ª planta
1.350 €/mes;Piso en calle Arroyo del Cañaveral;/alquilar/piso-el_canaveral-39220327118_101000/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);99 m²;"Inmobiliaria alfa rivas alquila en exclusiva

Piso de obra nueva en el cañaveral
99m, situado en cuarta planta.
Hall de entrada co...";40.3980295;-3.5598525;3 habs.;2 baños;4ª planta
2.100 €/mes;Apartamento en calle del Pez Austral;/alquilar/apartamento-retiro_estrella28007-38351786681_100500/;Estrella (Distrito Retiro. Madrid Capital);140 m²;Luminoso y muy tranquilo,en barrio de la estrella (c/pez austral) en planta 10 con 3 ascensores. 4 dormitorios, 2 baños, hall, ten...;40.412055915;-3.665725832;4 habs.;2 baños;10ª planta
1.700 €/mes;Piso en Almenara;/alquilar/piso-tetuan_almenara28020-39169568444_995394/;Almenara (Distrito Tetuán. Madrid Capital);120 m²;¡Bienvenidos a este maravilloso ático en alquiler! Con una superficie construida de 60 m², este inmueble es perfecto para aquellos...;40.4502012;-3.6994292;2 habs.;1 baño;Bajo
1.065 €/mes;Piso en Bulevar de la Naturaleza;/alquilar/piso-ensanche_de_vallecas_valdecarros28031-34180781713_108900/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);;Vivienda adaptada para personas con movilidad reducida (imprescindible presentar documentación que acredite personas con movilidad...;40.3741454;-3.6298463;3 habs.;;1ª planta
1.400 €/mes;Apartamento en calle de Alonso Cano;/alquilar/apartamento-rios_rosas28003-8352393345_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);60 m²;"Diza consultores les presenta este ático con una terraza de 60m² ubicado en la calle alonso cano,  en el distrito de chamberí. 

E...";40.4411533;-3.697438;1 hab.;1 baño;7ª planta
2.200 €/mes;Loft en calle del Doce de Octubre;/alquilar/loft-ibiza28009-38414860518_101000/;Ibiza (Distrito Retiro. Madrid Capital);99 m²;"¡A estrenar!!!!

Presentamos este bonito y acogedor loft duplex, diseñado con las mejores calidades y pensado para brindarte una e...";40.4155007;-3.6769655;2 habs.;3 baños;
