precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
695.000 €;Piso en calle de Fernández de los Ríos;/comprar/piso-chamberi_arapiles28015-44259439575_104700/;Arapiles (Distrito Chamberí. Madrid Capital);147 m²;Magnífica vivienda situada en una 1ª planta exterior en pleno corazón de chamberí, vivienda de 147 m², está dividido en hall de en...;40.4351407;-3.7108659;4 habs.;2 baños;
276.000 €;Piso en calle Maria Pita, 2;/comprar/piso-el_canaveral-4261463848_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);75 m²;7º a - vt1. Piso en un edificio de obra nueva de 75 m² de superficie construida y ubicado en la zona de madrid capital, enclavado ...;40.397624;-3.5549211;2 habs.;2 baños;7ª planta
276.000 €;Piso en calle Maria Pita, 2;/comprar/piso-el_canaveral-4261463848_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);75 m²;7º A - VT1. Piso en un edificio de obra nueva de 75 m2 de superficie construida y ubicado en la zona de Madrid Capital, enclavado en planta 7. Está distribuido en 2 habitaciones. Incluye extras como ascensor, garaje y trastero.;40,397624;-3,5549211;2 habs.;2 baños;7ª planta
998.000 €;Piso en Castellana;/comprar/piso-salamanca_castellana28006-45010198828_100500/;Castellana (Distrito Salamanca. Madrid Capital);113 m²;"Boher gestión inmobiliaria, vende:
Apartamento exclusivo, para actualizar, muchas posibilidades, 113 metros construidos, terraza c...";40.4363824;-3.6820122;1 hab.;;4ª planta
185.000 €;Piso en Las Águilas;/comprar/piso-las_aguilas28044-38336514286_100200/;Las Águilas (Distrito Latina. Madrid Capital);75 m²;Agencia inmobiliaria de madrid zona las aguilas vende piso en avenida de las aguilas, con una superficie aproximada de 76 m² y con...;40.3836079;-3.76727;3 habs.;;1ª planta
2.945.000 €;Ático en Almagro;/comprar/atico-chamberi_almagro28010-34265912474_102100/;Almagro (Distrito Chamberí. Madrid Capital);281 m²;Ático en almagro de 281 m², 4 dormitorios, 3 baños, cocina, exterior, muy luminoso calefacción: central contador individual aire a...;40.4302591;-3.70015;4 habs.;3 baños;
1.850.000 €;Piso en calle Castelló;/comprar/piso-recoletos28001-44190505197_524671/;Recoletos (Distrito Salamanca. Madrid Capital);120 m²;Studios y proyectos madrid,  pone a la venta este inmueble único, situado en una de las zonas más cotizadas del barrio de recoleto...;40.425531;-3.6816254;2 habs.;2 baños;5ª planta
189.000 €;Piso en Orcasur;/comprar/piso-orcasur28041-44247019045_100200/;Orcasur (Distrito Usera. Madrid Capital);77 m²;"Tecnocasa oficina orcasitas s.l
Agencia inmobiliaria de madrid, zona usera - orcasitas - orcasur, inscrita en rain 000240/2018 ven...";40.3706559;-3.6987626;3 habs.;1 baño;
585.000 €;Ático en Rejas, Las Mercedes;/comprar/atico-rejas28022-24207541862_101000/;Rejas (Distrito San Blas. Madrid Capital);146 m²;Producto para inversión ( actualmente alquilado) en la mejor urbanización de la zona. Ático con terraza de 30 m² , gran salón, coc...;40.4449315;-3.5765296;3 habs.;2 baños;
143.000 €;Piso en calle de Eusebio Morán;/comprar/piso-opanel28019-30892452969_520820/;Opañel (Distrito Carabanchel. Madrid Capital);53 m²;Estupendo piso de 53m², situado en una planta baja, distribuido en dos dormitorios, salón, cocina y baño con plato de ducha. Suelo...;40.3893417;-3.7209484;2 habs.;1 baño;Bajo
1.395.000 €;Piso en Ciudad Lineal;/comprar/piso-ciudad_lineal_colina28043-33388055727_109300/;Colina (Distrito Ciudad Lineal. Madrid Capital);320 m²;"Les presentamos una vivienda de 4 habitaciones y 5 baños en finca señorial de arturo soria.
Se trata de un piso con mucha luminosi...";40.459141098;-3.660181421;5 habs.;4 baños;
2.150.000 €;Piso en calle del Príncipe de Vergara;/comprar/piso-lista_barrio28001-43419634206_528141/;Lista (Distrito Salamanca. Madrid Capital);160 m²;Presentamos este exclusivo ático en la prestigiosa zona del príncipe de vergara, zona marqués de salamanca, a unos pasos de la pla...;40.4296928;-3.679909637;3 habs.;3 baños;6ª planta
2.800.000 €;Chalet en Hortaleza;/comprar/chalet-piovera28043-44168548911_109300/;Piovera (Distrito Hortaleza. Madrid Capital);425 m²;"Seguro que alguna vez habéis soñado con vivir en la ciudad de&nbsp; madrid en un chalet&nbsp; pareado, rodeado de naturaleza, con ...";40.4516781;-3.6398609;6 habs.;5 baños;
140.000 €;Piso en calle de José María del Boto;/comprar/piso-puerta_del_angel-36675979574_100500/;Puerta del Ángel (Distrito Latina. Madrid Capital);47 m²;"!!! Gespain parque europa ofrece piso en venta en calle josé mª del boto.

Vivienda seminueva exterior, de aproximadamente 40 m² ú...";40.4052733;-3.7377747;1 hab.;1 baño;Bajo
1.769.000 €;Ático en calle de Don Ramón de la Cruz;/comprar/atico-goya28006-43413043500_528141/;Goya (Distrito Salamanca. Madrid Capital);162 m²;"¡Increíble ático en venta en la c/ don ramón de la cruz!
Este espectacular inmueble de 162 m² construidos cuenta con una impresion...";40.4283063;-3.6698245;2 habs.;2 baños;
120.000 €;Piso en calle de Tomás García;/comprar/piso-san_diego28053-42537824563_996584/;San Diego (Distrito Puente de Vallecas. Madrid Capital);30 m²;Se vende estupendo piso de 2 dormitorios, baño completo con plato de ducha, cocina americana y salón. La vivienda posee ventanas d...;40.392168;-3.6648797;2 habs.;;
230.000 €;Piso en calle de Cartagena;/comprar/piso-chamartin_prosperidad28002-37505561937_100200/;Prosperidad (Distrito Chamartín. Madrid Capital);55 m²;"Agencia inmobiliaria de madrid zona chamartín, prosperidad tecnocasa estudio avenida américa slu - vende:
Piso situado en la calle...";40.4399942;-3.6738097;2 habs.;1 baño;
950.000 €;Piso en Avenida de Concha Espina;/comprar/piso-chamartin_hispanoamerica28016-26741080610_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);141 m²;Piso de 141m², que se ha dividido en 2 apartamentos, cada uno con 1 dormitorio, 1 baño, salón y cocina independientes. El estado e...;40.4515153;-3.6840982;3 habs.;2 baños;1ª planta
181.000 €;Piso en calle Ignacio Santos Vinuelas,  19;/comprar/piso-villaverde_los_rosales28021-4542611007_109700/;Los Rosales (Distrito Villaverde. Madrid Capital);54 m²;2º b. Piso en una finca de obra nueva de 54 m² de superficie construida y emplazado en la zona de madrid capital, posicionado en p...;40.3496;-3.68836;1 hab.;1 baño;2ª planta
215.000 €;Piso en Marroquina;/comprar/piso-marroquina28030-44200147795_100200/;Marroquina (Distrito Moratalaz. Madrid Capital);54 m²;"Agencia inmobiliaria de madrid zona marroquina - vinateros - moratalaz
 Tecnocasa con más de 30 años de experiencia en españa,
Ven...";40.4084753;-3.6487819;2 habs.;1 baño;3ª planta
495.000 €;Piso en calle de San Aquilino;/comprar/piso-tetuan_almenara28029-38397445520_524219/;Almenara (Distrito Tetuán. Madrid Capital);132 m²;Estupenda vivienda en pleno paseo de la castellana, situada entre las cuatro torres y plaza de castilla. Zona totalmente consolida...;40.4713241;-3.6893329;4 habs.;2 baños;1ª planta
130.000 €;Piso en Simancas;/comprar/piso-san_blas_simancas28037-43347877764_100200/;Simancas (Distrito San Blas. Madrid Capital);45 m²;"Agencia inmobiliaria de madrid zona san blas - canillejas, simancas tecnocasa desarrollo simancas slu
Piso en venta en simancas pa...";40.427727;-3.6266128;2 habs.;1 baño;1ª planta
766.000 €;Piso en calle de los Mártires Concepcionistas;/comprar/piso-lista_barrio28006-42540110190_526198/;Lista (Distrito Salamanca. Madrid Capital);97 m²;¡Bienvenido al barrio de salamanca, en la encantadora calle de las mártires concepcionistas, donde la elegancia y la comodidad se ...;40.4294626;-3.6707157;2 habs.;2 baños;2ª planta
132.000 €;Piso en Los Rosales;/comprar/piso-villaverde_los_rosales28021-43379544330_105100/;Los Rosales (Distrito Villaverde. Madrid Capital);60 m²;"Oportunidad de inversión en villaverde bajo: piso recién reformado con gran potencial
 
 En el vibrante barrio de villaverde bajo,...";40.3492525;-3.6868401;2 habs.;2 baños;Bajo
919.000 €;Piso en calle de la Montera;/comprar/piso-sol_barrio28013-40868856649_100500/;Sol (Distrito Centro. Madrid Capital);96 m²;El estudio de arquitectura arctempus ha renovado este inmueble, la ubicación del inmueble es excelente. Cuenta con tres habitacion...;40.4186574;-3.7024003;3 habs.;3 baños;3ª planta
944.900 €;Piso en calle de las Infantas;/comprar/piso-justicia_chueca28004-39177236516_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);151 m²;"Como consultores inmobiliarios les ofrecemos la siguiente ""oportunidad inmobiliaria"" 
Especial para inversionistas: amplio piso en...";40.4205971;-3.6995041;7 habs.;3 baños;3ª planta
800.000 €;Piso en Cuatro Caminos;/comprar/piso-tetuan_cuatro_caminos28020-45084795128_100200/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);210 m²;"'agencia inmobiliaria madrid infanta mercedes - cuzco oficina tecnocasa vende piso en calle general ramirez de madrid¨

Excelente ...";40.4555379;-3.6986772;5 habs.;;
330.000 €;Piso en calle Corredera Baja de San Pablo;/comprar/piso-universidad_malasana28004-27591748031_992099/;Universidad-Malasaña (Distrito Centro. Madrid Capital);80 m²;"Alquilado-se vende con inquilina / sin comisiones de venta para el comprador.

Preciosa vivienda amueblada junto a la plaza de la ...";40.4216361;-3.7049273;2 habs.;2 baños;2ª planta
460.000 €;Piso en calle de Mauro;/comprar/piso-chamartin_prosperidad28002-34221811115_100200/;Prosperidad (Distrito Chamartín. Madrid Capital);105 m²;"Agencia inmobiliaria de madrid zona barrio prosperidad oficina tecnocasa de madrid vende piso en la calle mauro.
El piso se sitúa ...";40.4437859;-3.670754;4 habs.;2 baños;
390.000 €;Piso en Castilla;/comprar/piso-castilla28036-44196795471_100200/;Castilla (Distrito Chamartín. Madrid Capital);66 m²;"Agencia inmobiliaria de madrid zona plaza castilla oficina tecnocasa de madrid.

Oficina tecnocasa. En venta: séptima planta en la...";40.4675281;-3.6866726;1 hab.;1 baño;1ª planta
195.000 €;Piso en calle del Acuerdo;/comprar/piso-universidad_malasana28015-42593344424_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);58 m²;"Agencia inmobiliaria de madrid zona san bernardo - conde duque - malasaña oficina tecnocasa vende:
- local comercial.
-posibilidad...";40.4275474;-3.7079926;2 habs.;;
295.000 €;Piso en calle de Tenerife;/comprar/piso-bellas_vistas28039-43429986176_527800/;Bellas Vistas (Distrito Tetuán. Madrid Capital);42 m²;"¡Bienvenido a tu nuevo hogar sin comisión de agencia y de gran rentabilidad!

Este encantador inmueble, situado en el último piso ...";40.4493559;-3.705672;1 hab.;1 baño;4ª planta
429.000 €;Piso en Fontarrón;/comprar/piso-fontarron-44264586380_100200/;Fontarrón (Distrito Moratalaz. Madrid Capital);129 m²;"Tecnocasa estudio moratalaz fontarrón pone a tu disposición l15:

Piso a la venta, en una décima planta con 2 ascensores, en morat...";40.4026648;-3.6493462;4 habs.;2 baños;10ª planta
552.000 €;Piso en calle Joaquín Lorenzo,  s/n;/comprar/piso-penagrande28035-4361524445_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);94 m²;Portal 2, 4º B. Piso en un edificio de obra nueva de 94 m2 de superficie construida y ubicado en la zona de Madrid, enclavado en planta 4. Está distribuido en 2 habitaciones y 2 baños completos. Incluye extras como ascensor.;40,4751224;-3,7333656;2 habs.;2 baños;4ª planta
1.620.000 €;Piso en Huertas-Cortes;/comprar/piso-centro_palacio28013-44234478122_106700/;Palacio (Distrito Centro. Madrid Capital);191 m²;Presentamos este exclusivo piso en la mejor zona de madrid, en la calle gran vía. La vivienda cuenta con 200 m² aproximadamente, d...;40.4207259;-3.7084662;4 habs.;3 baños;
405.900 €;Piso en Avenida de la Aviación, 34;/comprar/piso-cuatro_vientos28054-4262733636_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);111 m²;Pa 1d. Piso en una finca de obra nueva de 111 m² de superficie construida y emplazado en la zona de madrid capital. Está dispuesto...;40.3737303;-3.7700909;3 habs.;2 baños;
180.000 €;Piso en calle de las Minas;/comprar/piso-universidad_malasana28004-45014985355_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);30 m²;"Agencia inmobiliaria de madrid zona san bernardo - conde duque - malasaña oficina tecnocasa vende:
Inmueble ideal para inversión.
...";40.4242318;-3.7061497;;;
215.000 €;Piso en Gaztambide;/comprar/piso-gaztambide28015-41731673739_100200/;Gaztambide (Distrito Chamberí. Madrid Capital);34 m²;¡Bienvenido a tu nuevo hogar en el corazón de madrid! Esta encantadora propiedad de 34 metros cuadrados te espera en la prestigios...;40.4304625;-3.7129279;1 hab.;1 baño;1ª planta
176.000 €;Piso en calle del Padre Llanos;/comprar/piso-puente_de_vallecas_entrevias28053-45038272334_108900/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);112 m²;Vivienda madrid vende piso amplio y luminoso de 112m² con excelentes vistas desde su terraza, ubicada en 7ª planta de torre con as...;40.375344802;-3.65741611;4 habs.;2 baños;
6.500.000 €;Piso en calle de Velázquez;/comprar/piso-salamanca_castellana28006-40074691500_101800/;Castellana (Distrito Salamanca. Madrid Capital);462 m²;"Calle velázquez: 462m² completamente reformado, 4 habitaciones y 5 baños

Posibilidad de venta antes de la reforma y/o segregación...";40.4313755;-3.6838357;4 habs.;5 baños;3ª planta
850.000 €;Piso en Argüelles;/comprar/piso-casa_de_campo28008-40926635364_102100/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);119 m²;Este espectacular piso reformado de 119m² cuenta con todas las comodidades que necesitas para disfrutar de una vida de lujo en la ...;40.4321565;-3.7278446;2 habs.;2 baños;
140.000 €;Piso en calle de San Claudio;/comprar/piso-palomeras_sureste28038-35054808060_100500/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);70 m²;"Vivienda situada en una de las mejores zonas con diferencia de vallecas, en cuanto a tranquilidad y comunicación.

70 metros cuadr...";40.3892625;-3.6405933;3 habs.;1 baño;1ª planta
525.000 €;Piso en calle de Narciso Serra;/comprar/piso-retiro_pacifico28007-40835213917_100500/;Pacífico (Distrito Retiro. Madrid Capital);129 m²;"Fantastica vivienda exterior a reformar con terraza en calle narciso serra al lado de la plaza de mariano de cavia.

En servifinca...";40.4059772;-3.6779561;3 habs.;2 baños;3ª planta
305.000 €;Piso en calle de los Ministriles;/comprar/piso-centro_embajadores_lavapies28012-43409053179_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasmad...;40.4105525;-3.7021666;2 habs.;1 baño;3ª planta
175.000 €;Piso en calle de Blas Cabrera;/comprar/piso-las_aguilas28044-44203764519_100500/;Las Águilas (Distrito Latina. Madrid Capital);78 m²;¡¡¡Gespain las águilas - carabanchel gestiona inmueble en venta!!!. Situada en calle blas cabrera y muy cerca del mercado de las a...;40.3766564;-3.7689442;3 habs.;1 baño;1ª planta
5.900.000 €;Chalet en Moncloa - Valdemarín;/comprar/chalet-valdemarin-30834689400_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1.050 m²;Chalet construido por un prestigioso arquitecto, de estilo moderno, fachada y estructura vista de hormigón, un trabajo único y sin...;40.4701734;-3.7830623;7 habs.;6 baños;
480.000 €;Piso en calle de la Fuente de Lima;/comprar/piso-las_aguilas28024-42567106632_100500/;Las Águilas (Distrito Latina. Madrid Capital);156 m²;"Magnífica vivienda ubicada en urbanización cerrada.
24 años de antigüedad. Vivienda seminueva.
 
 Ubicado en urbanización cerrada,...";40.382788014;-3.781746;4 habs.;2 baños;4ª planta
999.900 €;Chalet en calle de Mayo;/comprar/chalet-rejas28022-40913141282_100500/;Rejas (Distrito San Blas. Madrid Capital);436 m²;Vohome propiedades pone a la venta fantastico chalet independiente ubicado en colonia fin de semana, zona en crecimiento y transfo...;40.4442668;-3.5681028;5 habs.;3 baños;
923.100 €;Piso en calle de Jordi Sole tura,  s/n;/comprar/piso-valdebebas_valdefuentes28055-3723762828_109700/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);182 m²;Portal 4, 2º b, vt s. Piso en un inmueble de obra nueva de 182 m² de superficie construida y situado en la zona de madrid capital,...;40.4931749;-3.6095247;4 habs.;2 baños;2ª planta
