precio;sub_descr;href;ubicacion;banios;mt2;planta;otros;latitude;longitude;habitaciones
1.370 €/mes;Piso en Berruguete;/alquilar/piso-berruguete28039-41731391325_106700/;Berruguete (Distrito Tetuán. Madrid Capital);1 baño;68 m²;;Piso amplio de dos dormitorios, baño completo y gran cocina con mesa para comer, con trastero en la finca y garaje opcional en ale...;40.4618183;-3.7040218;2 habs.
1.100 €/mes;Piso en calle Valderrobres;/alquilar/piso-san_blas_canillejas28022-41724917421_107700/;Canillejas (Distrito San Blas. Madrid Capital);1 baño;87 m²;;Desde century 21 rc te ofrecemos piso con cocina equipada, tres dormitorios y baño completo reformado. Desde el salón podrás acced...;40.4442610227586;-3.61090222709367;3 habs.
5.000 €/mes;Estudio en calle de Francisco Sancha;/alquilar/estudio-fuencarral_el_pardo_valverde28034-95908405732_100100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;119 m²;;"Piso loft duplex de diseño, automatizado con domótica y asistentes virtuales.
Alquilamos este apartamento a estrenar equipado de ""...";40.4870853;-3.6868609;
3.700 €/mes;Casa adosada en Madrid;/alquilar/casa_adosada-hortaleza_palomas28042-40917955183_100500/;Palomas (Distrito Hortaleza. Madrid Capital);3 baños;345 m²;;"Asesores inmobiliarias las rosas les presenta este selecto chalet adosado  ubicado en un entorno residencial exclusivo.
La distrib...";40.4514151;-3.6064878;4 habs.
1.150 €/mes;Piso en Plaza de Gabriel Miró;/alquilar/piso-centro_palacio28005-41689781746_100500/;Palacio (Distrito Centro. Madrid Capital);1 baño;45 m²;5ª planta;Mhg bienes raíces international group sl presenta luminoso y acogedor piso en alquiler, muy luminoso y, al ser interior, muy tranq...;40.4118194;-3.7147892;1 hab.
2.900 €/mes;Piso en calle de Andrés Torrejón;/alquilar/piso-jeronimos28014-41690792080_100500/;Jerónimos (Distrito Retiro. Madrid Capital);2 baños;199 m²;7ª planta;"Domum realty alquila: ¡Espectacular vivienda completamente reformada, muy cercana al parque del retiro!

** disponible para el 1 d...";40.4080101;-3.682517;3 habs.
1.250 €/mes;Piso en Corralejos;/alquilar/piso-corralejos28042-41734171258_100200/;Corralejos (Distrito Barajas. Madrid Capital);2 baños;106 m²;;"Agencia inmobiliaria de madrid zona barajas - corralejos tecnocasa estudio barajas-corralejos

Espectacular vivienda en alquiler e...";40.4629658;-3.5939313;2 habs.
2.000 €/mes;Ático en calle de la Magdalena;/alquilar/atico-centro_embajadores_lavapies28012-41737792733_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;90 m²;;"¡Casas y mas, alquila piso exterior de 3 dormitorios, amueblado! .

Alquiler para larga y corta estancia.

Para corta estancia mín...";40.4124396;-3.7019373;3 habs.
950 €/mes;Estudio en calle de Esparteros;/alquilar/estudio-sol_barrio28012-11666700261_100500/;Sol (Distrito Centro. Madrid Capital);1 baño;35 m²;;"** duración mínima del contrato 1 año **

¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en al...";40.4155223;-3.7052646;
980 €/mes;Apartamento en calle de San Cayetano;/alquilar/apartamento-centro_embajadores_lavapies28012-41669073301_991623/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;40 m²;3ª planta;Alvencor, alquila apartamento totalmente reformado amueblado en lavapies, tercero sin ascensor, muy luminoso, hall, salón comedor ...;40.4095703;-3.7062921;1 hab.
2.300 €/mes;Piso en calle de Cochabamba;/alquilar/piso-chamartin_hispanoamerica28016-41705697667_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;108 m²;2ª planta;Walter haus presenta en alquiler este inmueble temporalmente, por un período de 6 a 11 meses. Se trata de una propiedad reformada ...;40.4555144;-3.681468;2 habs.
1.200 €/mes;Ático en calle Convenio;/alquilar/atico-san_diego28053-41672459447_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;60 m²;;Gespain grupo inmobiliario gestiona el alquiler de ático obra a estrenar con terraza de 49m² y plaza de garaje en el barrio de san...;40.3906332;-3.671667;1 hab.
1.600 €/mes;Piso en Avenida de Menéndez Pelayo;/alquilar/piso-nino_jesus28007-40001108586_100500/;Niño Jesús (Distrito Retiro. Madrid Capital);1 baño;56 m²;Bajo;Urbanissimo real estate comercializa apartamento a estrenar listo para entrar a vivir, con acceso directo desde la calle y vista a...;40.410497;-3.6764872;1 hab.
1.600 €/mes;Apartamento en calle de Antonio Arias, 12;/alquilar/apartamento-ibiza28009-40864565173_100500/;Ibiza (Distrito Retiro. Madrid Capital);1 baño;83 m²;5ª planta;"Disponible a partir del mes de febrero. Alquiler de corta estancia.

Caracteristicas y equipamiento:
Luminoso y amplio piso interi...";40.4171;-3.67165;2 habs.
2.100 €/mes;Piso en Cerca del Parque del Retiro;/alquilar/piso-ibiza28009-39224787135_109100/;Ibiza (Distrito Retiro. Madrid Capital);2 baños;71 m²;3ª planta;Donpiso retiro ofrece el alquiler, preciosa vivienda en pleno barrio de ibiza, a muy pocos pasos del parque del retiro.   Se trata...;40.4201323;-3.6777645;2 habs.
3.950 €/mes;Piso en calle del Príncipe de Vergara;/alquilar/piso-recoletos28001-14207047427_995410/;Recoletos (Distrito Salamanca. Madrid Capital);3 baños;204 m²;7ª planta;"¡Bienvenidos a habitania!

Les presentamos una verdadera joya arquitectónica en pleno corazón de salamanca. Esta vivienda señorial...";40.4240512;-3.6804852;4 habs.
5.500 €/mes;Ático en Lista;/alquilar/atico-lista_barrio28006-39208563070_108500/;Lista (Distrito Salamanca. Madrid Capital);3 baños;242 m²;;Espectacular ático a estrenar!!!!. Bek properties en plena calle de juan bravo. Se ha realizado una reforma integral, con buen dis...;40.4326636;-3.6767252;4 habs.
890 €/mes;Piso en calle de Granada;/alquilar/piso-retiro_pacifico28007-41763296970_109300/;Pacífico (Distrito Retiro. Madrid Capital);1 baño;37 m²;;"Retiro/pacifico
Ponemos en alquiler un bonito y coqueto piso de 1 dormitorio con 1 baño. La cocina está integrada con la zona de s...";40.4047173;-3.6793882;1 hab.
1.500 €/mes;Piso en calle de Vicente Blasco Ibáñez;/alquilar/piso-sanchinarro28050-41730454681_519083/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 baños;132 m²;5ª planta;Hortaleza, barrio sanchinarro, 90m², todo exterior, 3 dormitorios, 2 baño, piscina. Calefacción y acs individual. Sin amueblar, so...;40.4955576;-3.6534553;3 habs.
890 €/mes;Piso en calle de Granada;/alquilar/piso-retiro_pacifico28007-41682993720_109300/;Pacífico (Distrito Retiro. Madrid Capital);1 baño;37 m²;;"Retiro/pacifico
Ponemos en alquiler un bonito y coqueto piso de 1 dormitorio con 1 baño. La cocina está integrada con la zona de s...";40.4049568;-3.6793416;1 hab.
4.950 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-chamartin_el_viso28046-41671250650_100500/;El Viso (Distrito Chamartín. Madrid Capital);4 baños;231 m²;7ª planta;Hemic properties comercializa este maravilloso piso exterior reformado de 231m², con amplios espacios abiertos y muchísima luz nat...;40.4494817;-3.6902091;4 habs.
3.900 €/mes;Piso en Recoletos;/alquilar/piso-recoletos28001-39249128885_996152/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;110 m²;4ª planta;"Inmoboulevard pone en alquiler este magnifico piso en alquiler en recoletos. 
Piso planta 4 º 
Superficie construida: 110 m² 
2 do...";40.422874968;-3.689993891;2 habs.
2.900 €/mes;Piso en calle de Bordadores, 4;/alquilar/piso-sol_barrio28013-41753249204_108700/;Sol (Distrito Centro. Madrid Capital);2 baños;140 m²;;"Iad ofrece este maravilloso piso en la mejor zona de madrid, en el corazón de la capital. Disponible desde ya.
El piso está situad...";40.4165111;-3.7075581;4 habs.
3.700 €/mes;Ático en Hispanoamérica;/alquilar/atico-chamartin_hispanoamerica28036-40927650130_994318/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 baños;145 m²;;Vivienda tipo ático, muy especial situada en un entorno privilegiado, dentro del distrito de chamartín, considerado como residenci...;40.4575713;-3.6819337;3 habs.
2.800 €/mes;Piso en calle de Hernán Cortés;/alquilar/piso-justicia_chueca28004-41705368918_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 baños;68 m²;2ª planta;"Baires grupo inmobiliario gestiona el alquiler de este piso en el famoso barrio de chueca.
Disponible a partir del 29 de febrero d...";40.4235526;-3.7001462;1 hab.
1.050 €/mes;Piso en calle de Esteban de Arteaga;/alquilar/piso-carabanchel_comillas28019-21742624223_100500/;Comillas (Distrito Carabanchel. Madrid Capital);1 baño;55 m²;;"Tanto para corta temporada como para larga temporada, disponible desde el 16 de abril de 2024:

¿Quiere una vivienda de un dormito...";40.395747;-3.7093463;1 hab.
1.700 €/mes;Piso en calle de Portomarín;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-36742069593_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;138 m²;3ª planta;Vivienda de lujo a precio por debajo de mercado. Calidades de primera, 130 metros cuadrados utiles y dos plazas de garaje, a un pr...;40.5077683;-3.6628269;3 habs.
1.550 €/mes;Piso en calle O´Donnell, nº 6;/alquilar/piso-ibiza28009-40927264546_527602/;Ibiza (Distrito Retiro. Madrid Capital);1 baño;64 m²;7ª planta;"Precio negociable en función del perfil del inquilino.

Se alquila estupenda vivienda ubicada en una de las zonas más privilegiad...";40.42151737565584;-3.6792029597098;1 hab.
4.500 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-30096805975_109300/;Almagro (Distrito Chamberí. Madrid Capital);3 baños;241 m²;;De rojas servicios inmobiliarios, pone a su disposición en alquiler este fantástico ático situado en el corazón del barrio de cham...;40.42717074818356;-3.694480545865929;4 habs.
1.950 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-castillejos28046-38402451777_101800/;Castillejos (Distrito Tetuán. Madrid Capital);1 baño;79 m²;;Piso de 79 m² con excelente ubicación en castellana cuenta con un amplio dormitorio con armarios empotrados y baño en suite gran s...;40.4638223;-3.6902385;1 hab.
1.200 €/mes;Piso en calle del Pico de los Artilleros;/alquilar/piso-vinateros-41686239832_100500/;Vinateros (Distrito Moratalaz. Madrid Capital);1 baño;83 m²;3ª planta;"Ifrala inmobiliaria alquila este fantástico vivienda amueblada, en una tercera planta exterior, con ascensor y una terraza.
Tiene ...";40.4039017;-3.6421694;3 habs.
3.375 €/mes;Piso en Jerónimos;/alquilar/piso-jeronimos28009-35909751410_100500/;Jerónimos (Distrito Retiro. Madrid Capital);2 baños;203 m²;2ª planta;"Alquiler con vistas directas al parque del retiro.

Mh global ofrece en exclusiva a sus clientes este fantástico piso de alquiler ...";40.421639754;-3.68007287;3 habs.
6.500 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-35000945288_517811/;Almagro (Distrito Chamberí. Madrid Capital);4 baños;305 m²;5ª planta;Espectacular piso de 300m² en el barrio de almagro, reformado y amueblado. Con un amplio hall con armario gabanero,  da paso al sa...;40.4351708;-3.6966992;4 habs.
2.400 €/mes;Dúplex en calle del Almirante;/alquilar/duplex-justicia_chueca28004-38410706765_524622/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;120 m²;5ª planta;En pasa a tu casa inmobiliaria, tenemos estupenda vivienda dúplex en alquiler, de 120m² construidos, salón grande, cocina independ...;40.4225806;-3.6924436;3 habs.
2.000 €/mes;Piso en Avenida de la Reina Victoria;/alquilar/piso-chamberi_vallehermoso28003-41720204404_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);2 baños;107 m²;7ª planta;Alquiler de temporada, ideal estudiantes, cerca de la ciudad universitaria, en una de las zonas mejor comunicadas de madrid, metro...;40.446923;-3.7092285;3 habs.
1.360 €/mes;Piso en calle de Felisa Pizarro;/alquilar/piso-penagrande28035-41726637531_101000/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;72 m²;;Alquiler máximo de un año! Bonito piso de dos dormitorios, salón (amplio), cocina  (con todos los electrodomésticos) y dos baños, ...;40.4751804;-3.7294683;2 habs.
1.500 €/mes;Piso en calle de Núñez de Balboa, 95;/alquilar/piso-salamanca_castellana28006-40903530294_100500/;Castellana (Distrito Salamanca. Madrid Capital);1 baño;70 m²;;Disponibles visitas a partir del 19 de enero. Este piso sólo se alquila con contrato anual prorrogable. Piso amueblado en el coraz...;40.4346;-3.68223;2 habs.
1.200 €/mes;Piso en calle del Alerce;/alquilar/piso-orcasur28041-41757359392_108900/;Orcasur (Distrito Usera. Madrid Capital);1 baño;85 m²;;Vivienda madrid oficina ciudad de los ángeles, agente inmobiliario inscrito en rain con número 597/20, alquila inmueble en orcasur...;40.3667965;-3.6952115;2 habs.
1.200 €/mes;Piso en calle de Ángel Puech;/alquilar/piso-berruguete28039-40896422454_100500/;Berruguete (Distrito Tetuán. Madrid Capital);1 baño;40 m²;;"Vivienda de obra nueva. Edificio del 2023. 

Una vivienda moderna, con un terraza interior que aporta abundante iluminación natura...";40.4638751;-3.7031661;1 hab.
4.950 €/mes;Piso en Chamberí;/alquilar/piso-chamberi_almagro28010-40870527368_100500/;Almagro (Distrito Chamberí. Madrid Capital);3 baños;131 m²;5ª planta;Este piso exterior con agradable terraza, plaza de parking incluida en el precio, dos vestidores  una bonita decoración  y dos hab...;40.4282001;-3.691745;2 habs.
3.200 €/mes;Ático en calle del Príncipe de Vergara;/alquilar/atico-salamanca_castellana28006-35878777036_524228/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;93 m²;;Ático con reforma de diseño, terraza de gran privacidad y vistas. Espacios amplios y luz en este piso de dos dormitorios situado e...;40.4334202;-3.6796934;2 habs.
1.250 €/mes;Piso en calle de Velayos, 2;/alquilar/piso-ciudad_universitaria28035-38378624389_100500/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;62 m²;;"Disponible a partir del 1 marzo ¡ 
Increíble oportunidad de alquiler! Este moderno y acogedor loft a estrenar te espera con los br...";40.465;-3.72581;1 hab.
1.900 €/mes;Piso en Avenida de Niceto Alcalá Zamora;/alquilar/piso-sanchinarro28050-38338029607_101800/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 baños;146 m²;3ª planta;"Se alquila sin muebles, magnifico piso en la calle niceto alcalá zamora.

Si estás interesado en vivir en la zona norte de madrid,...";40.498696966;-3.655763857;4 habs.
2.490 €/mes;Piso en calle de Alcalá;/alquilar/piso-guindalera28028-40002998613_100500/;Guindalera (Distrito Salamanca. Madrid Capital);2 baños;150 m²;1ª planta;Amabit, alquila piso exterior con reforma a estrenar de 4 dormitorios, 2 baños, salón, cocina y patio de uso, en pleno barrio sala...;40.4290838;-3.6663147;4 habs.
1.150 €/mes;Piso en Chopera;/alquilar/piso-chopera28045-41675026555_100200/;Chopera (Distrito Arganzuela. Madrid Capital);1 baño;43 m²;1ª planta;"Agencia inmobiliaria de madrid zona arganzuela - legazpi tecnocasa servicios inmobiliarios legazpi slu:
En alquiler: calle jaime e...";40.3966008;-3.6983543;2 habs.
2.700 €/mes;Chalet adosado en calle del Cerro de Los Álamos Blancos;/alquilar/chalet_adosado-fuencarral_el_pardo_el_pardo28035-41761354652_520609/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);3 baños;372 m²;;Gavac alquila amplio chale en urbanización cerrada, discreta y privada, ya que solo dispone de 6 viviendas. Con un diseño moderno ...;40.4878861;-3.7279431;3 habs.
3.000 €/mes;Piso en Ríos Rosas;/alquilar/piso-rios_rosas28003-37524071140_527060/;Ríos Rosas (Distrito Chamberí. Madrid Capital);3 baños;210 m²;3ª planta;Situado en la zona de nuevos ministerios distrito chamberí, este piso forma parte de la conocida urbanización géminis, con portal ...;40.445151;-3.7008971;4 habs.
1.200 €/mes;Piso en calle de Hortaleza;/alquilar/piso-justicia_chueca28004-40919565454_107700/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;62 m²;;Precioso piso amueblado en alquiler en calle hortaleza. Amplio piso con bonita distribución. Consta de hall de entrada, salón con ...;40.4196793218711;-3.6976150281684;1 hab.
